DR_NO	Date Rptd	DATE OCC	TIME OCC	AREA	AREA NAME	Rpt Dist No	Part 1-2	Crm Cd	Crm Cd Desc	Mocodes	Vict Age	Vict Sex	Vict Descent	Premis Cd	Premis Desc	Weapon Used Cd	Weapon Desc	Status	Status Desc	Crm Cd 1	Crm Cd 2	Crm Cd 3	Crm Cd 4	LOCATION	Cross Street	LAT	LON
200516022	10/31/2020 12:00:00 AM	10/31/2020 12:00:00 AM	0310	05	Harbor	0526	1	210	ROBBERY	0449 1028 0355 0344 0432 0377	32	M	H	101	STREET	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	210	N/A	N/A	N/A	ANAHEIM	MARINE	33.7799	-118.2638
200120476	11/03/2020 12:00:00 AM	11/03/2020 12:00:00 AM	0840	01	Central	0152	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	1822 0411 1218 2033	38	M	B	102	SIDEWALK	200	KNIFE WITH BLADE 6INCHES OR LESS	IC	Invest Cont	230	N/A	N/A	N/A	7TH                          ST	OLIVE	34.0466	-118.2555
201211457	04/23/2020 12:00:00 AM	04/23/2020 12:00:00 AM	2300	12	77th Street	1253	2	901	VIOLATION OF RESTRAINING ORDER	2038 0913 2004	61	F	B	501	SINGLE FAMILY DWELLING	515	PHYSICAL PRESENCE	IC	Invest Cont	901	N/A	N/A	N/A	7700 S  HARVARD                      BL	N/A	33.97	-118.3068
200204077	01/02/2020 12:00:00 AM	01/02/2020 12:00:00 AM	1900	02	Rampart	0246	1	648	ARSON	N/A	59	M	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	648	N/A	N/A	N/A	600 S  ALVARADO                     ST	N/A	34.0596	-118.2749
200716124	11/18/2020 12:00:00 AM	11/15/2020 12:00:00 AM	1600	07	Wilshire	0785	1	330	BURGLARY FROM VEHICLE	1300 1307 0344	33	M	W	101	STREET	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	HILLCREST                    DR	WASHINGTON                   BL	34.0398	-118.3388
200808948	04/30/2020 12:00:00 AM	04/10/2020 12:00:00 AM	0800	08	West LA	0835	2	354	THEFT OF IDENTITY	0923	39	F	W	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	1800    MIDVALE                      AV	N/A	34.0493	-118.4379
200917060	11/10/2020 12:00:00 AM	11/10/2020 12:00:00 AM	1300	09	Van Nuys	0914	1	210	ROBBERY	0344 1402 2004 0945 0400 0416 1822	59	F	W	102	SIDEWALK	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	210	998	N/A	N/A	VAN NUYS                     BL	HARTLAND	34.1951	-118.4487
201214486	06/11/2020 12:00:00 AM	06/11/2020 12:00:00 AM	1310	12	77th Street	1268	2	624	BATTERY - SIMPLE ASSAULT	0561 0913 2002 0443 0416	57	F	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	200 E  84TH                         ST	N/A	33.9628	-118.2717
200715486	10/30/2020 12:00:00 AM	10/30/2020 12:00:00 AM	1220	07	Wilshire	0701	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	1309 0329 0202 1822	19	M	O	102	SIDEWALK	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	500 N  FAIRFAX                      AV	N/A	34.0847	-118.3686
201106274	02/20/2020 12:00:00 AM	02/20/2020 12:00:00 AM	0340	11	Northeast	1172	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	0400 1601 2000 1814	48	F	H	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	626	N/A	N/A	N/A	1300    WESTERLY                     TR	N/A	34.0848	-118.2731
200507931	04/03/2020 12:00:00 AM	03/24/2020 12:00:00 AM	1640	05	Harbor	0541	1	330	BURGLARY FROM VEHICLE	0344 1300	40	F	K	108	PARKING LOT	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	1400    BRETT                        PL	N/A	33.7562	-118.3065
200405710	02/14/2020 12:00:00 AM	02/13/2020 12:00:00 AM	2200	04	Hollenbeck	0437	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329 1300 1100	34	F	H	101	STREET	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	2000 N  ROWAN                        AV	N/A	34.0655	-118.188
200311767	05/23/2020 12:00:00 AM	05/23/2020 12:00:00 AM	1630	03	Southwest	0355	2	624	BATTERY - SIMPLE ASSAULT	1822 0378 0416 0446	20	M	H	102	SIDEWALK	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	WESTERN                      AV	JEFFERSON                    BL	34.0256	-118.3089
200312121	05/31/2020 12:00:00 AM	05/29/2020 12:00:00 AM	0800	03	Southwest	0343	1	310	BURGLARY	0329 1822 1609	0	X	X	229	CHECK CASHING*	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	3600 S  LA BREA                      AV	N/A	34.0199	-118.3608
200514176	09/15/2020 12:00:00 AM	09/13/2020 12:00:00 AM	1200	05	Harbor	0503	1	330	BURGLARY FROM VEHICLE	1300 0344	25	M	A	101	STREET	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	800 W  255TH                        ST	N/A	33.7928	-118.289
200316336	08/26/2020 12:00:00 AM	08/25/2020 12:00:00 AM	0430	03	Southwest	0373	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	0416 0903 1309 1514 1822 2055	47	M	B	108	PARKING LOT	307	VEHICLE	IC	Invest Cont	230	N/A	N/A	N/A	3700    CRENSHAW                     BL	N/A	34.0194	-118.3351
200810187	06/01/2020 12:00:00 AM	05/31/2020 12:00:00 AM	1300	08	West LA	0851	1	440	THEFT PLAIN - PETTY ($950 & UNDER)	0394	25	M	X	504	OTHER RESIDENCE	N/A	N/A	IC	Invest Cont	440	N/A	N/A	N/A	1500 S  BUNDY                        DR	N/A	34.0406	-118.4633
200112435	05/31/2020 12:00:00 AM	05/30/2020 12:00:00 AM	0218	01	Central	0162	1	310	BURGLARY	1609 0344 1822 0375 0329 1420	0	M	W	411	PET STORE	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	800 S  HOPE                         ST	N/A	34.0466	-118.259
201215158	06/22/2020 12:00:00 AM	06/22/2020 12:00:00 AM	1810	12	77th Street	1205	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	0302 1822 1310	37	M	H	101	STREET	106	UNKNOWN FIREARM	IC	Invest Cont	230	N/A	N/A	N/A	RAYMOND                      ST	51ST                         ST	33.9969	-118.298
201011016	07/15/2020 12:00:00 AM	07/15/2020 12:00:00 AM	1445	10	West Valley	1008	2	354	THEFT OF IDENTITY	0935 1402 1822 0930 1420	0	M	O	243	DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)	N/A	N/A	AO	Adult Other	354	998	N/A	N/A	16800    ROSCOE                       BL	N/A	34.2206	-118.4982
201105481	02/03/2020 12:00:00 AM	02/03/2020 12:00:00 AM	1510	11	Northeast	1162	1	350	THEFT, PERSON	0344 0448 0910 1251 0216 1822 0400 0346	11	M	H	908	MTA - RED LINE - VERMONT/SUNSET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	350	N/A	N/A	N/A	1500 N  VERMONT                      AV	N/A	34.0982	-118.2918
200508512	04/21/2020 12:00:00 AM	04/21/2020 12:00:00 AM	0050	05	Harbor	0526	2	901	VIOLATION OF RESTRAINING ORDER	2000 2038	28	F	O	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	901	N/A	N/A	N/A	900 N  FRIES                        AV	N/A	33.7815	-118.265
200415585	12/04/2020 12:00:00 AM	12/03/2020 12:00:00 AM	0340	04	Hollenbeck	0499	2	354	THEFT OF IDENTITY	0100	22	F	H	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	3500    BESWICK                      ST	N/A	34.0218	-118.1986
200406629	03/07/2020 12:00:00 AM	03/07/2020 12:00:00 AM	1630	04	Hollenbeck	0421	1	331	THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)	0344	39	M	H	108	PARKING LOT	N/A	N/A	IC	Invest Cont	331	N/A	N/A	N/A	1700 N  SPRING                       ST	N/A	34.0714	-118.223
200109373	03/18/2020 12:00:00 AM	03/18/2020 12:00:00 AM	0130	01	Central	0152	1	480	BIKE - STOLEN	0344 1202 1822 0397	63	M	W	108	PARKING LOT	N/A	N/A	IC	Invest Cont	480	N/A	N/A	N/A	600 S  GRAND                        AV	N/A	34.0488	-118.2553
200114944	07/17/2020 12:00:00 AM	07/16/2020 12:00:00 AM	1400	01	Central	0111	1	330	BURGLARY FROM VEHICLE	1307 1822 0329 0352 1609 0344	27	F	B	103	ALLEY	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	400    BAMBOO                       LN	N/A	34.0658	-118.2366
200217221	11/09/2020 12:00:00 AM	11/08/2020 12:00:00 AM	2200	02	Rampart	0257	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329 1300 0311	26	F	B	122	VEHICLE, PASSENGER/TRUCK	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	500 S  UNION                        AV	N/A	34.0592	-118.2687
200104871	01/12/2020 12:00:00 AM	01/03/2020 12:00:00 AM	1600	01	Central	0192	1	330	BURGLARY FROM VEHICLE	1307 1609 0344 1822 0329	23	F	B	101	STREET	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	17TH	GRAND	34.0349	-118.2668
200709372	05/17/2020 12:00:00 AM	05/17/2020 12:00:00 AM	0330	07	Wilshire	0784	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	1300 0329	51	M	H	104	DRIVEWAY	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	2000 S  REDONDO                      BL	N/A	34.0402	-118.3532
200915445	10/03/2020 12:00:00 AM	10/03/2020 12:00:00 AM	1630	09	Van Nuys	0923	2	624	BATTERY - SIMPLE ASSAULT	0416 0446	28	F	H	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	624	N/A	N/A	N/A	14500    HAMLIN                       ST	N/A	34.1887	-118.4487
200805542	02/04/2020 12:00:00 AM	02/04/2020 12:00:00 AM	0350	08	West LA	0853	1	442	SHOPLIFTING - PETTY THEFT ($950 & UNDER)	0325 1822	0	X	X	503	HOTEL	N/A	N/A	IC	Invest Cont	442	N/A	N/A	N/A	11200    SANTA MONICA                 BL	N/A	34.0452	-118.453
200109157	03/14/2020 12:00:00 AM	02/28/2020 12:00:00 AM	1600	01	Central	0191	1	310	BURGLARY	0344 1822 1403 0329	49	M	W	213	WAREHOUSE	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	1400    WRIGHT                       ST	N/A	34.0398	-118.2726
201304299	01/07/2020 12:00:00 AM	01/06/2020 12:00:00 AM	2100	13	Newton	1391	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	300 W  67TH                         ST	N/A	33.979	-118.2783
200310867	05/04/2020 12:00:00 AM	05/04/2020 12:00:00 AM	2110	03	Southwest	0375	2	624	BATTERY - SIMPLE ASSAULT	0913 0603 0361 0400	50	M	W	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	1600    MIDDLETON                    PL	N/A	34.0155	-118.3089
200208283	03/27/2020 12:00:00 AM	03/23/2020 12:00:00 AM	0800	02	Rampart	0236	2	354	THEFT OF IDENTITY	1202 0100 1822 0930	84	F	A	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	200 N  ALVARADO                     ST	N/A	34.068	-118.2695
200605135	01/26/2020 12:00:00 AM	01/25/2020 12:00:00 AM	2330	06	Hollywood	0647	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	ARGYLE	SUNSET	34.098	-118.3252
200110893	04/23/2020 12:00:00 AM	04/23/2020 12:00:00 AM	1020	01	Central	0127	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329 2004 1822	57	F	H	123	PARKING UNDERGROUND/BUILDING	N/A	N/A	AA	Adult Arrest	740	N/A	N/A	N/A	1ST                          ST	JUDGE JOHN A                 ST	34.0527	-118.2398
200814774	10/02/2020 12:00:00 AM	10/02/2020 12:00:00 AM	0910	08	West LA	0881	2	624	BATTERY - SIMPLE ASSAULT	0416 1218 2004 1822	33	F	H	101	STREET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	EXPOSITION	CARMELINA	34.0308	-118.4559
200208586	04/05/2020 12:00:00 AM	04/04/2020 12:00:00 AM	1800	02	Rampart	0248	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	5TH	HARTFORD	34.0557	-118.2645
201213506	05/21/2020 12:00:00 AM	05/21/2020 12:00:00 AM	2330	12	77th Street	1269	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	0429 1822 0448 0449	66	F	B	101	STREET	102	HAND GUN	IC	Invest Cont	230	N/A	N/A	N/A	81ST                         ST	AVALON                       ST	33.9656	-118.2651
200711364	07/07/2020 12:00:00 AM	07/05/2020 12:00:00 AM	2000	07	Wilshire	0736	1	330	BURGLARY FROM VEHICLE	1300 1307 0344	38	M	O	116	OTHER/OUTSIDE	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	300 S  CLOVERDALE                   AV	N/A	34.0686	-118.3462
200918280	12/10/2020 12:00:00 AM	10/04/2020 12:00:00 AM	2359	09	Van Nuys	0932	2	354	THEFT OF IDENTITY	0377 1822 0100 0924	59	M	W	702	OFFICE BUILDING/OFFICE	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	14900    DELANO                       ST	N/A	34.1826	-118.4575
201226070	12/09/2020 12:00:00 AM	12/09/2020 12:00:00 AM	1625	12	77th Street	1252	1	210	ROBBERY	0344 0400 0444 0421 1402 1822 2004 0916	37	F	B	101	STREET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	210	998	N/A	N/A	2400 W  75TH                         ST	N/A	33.9719	-118.3221
200200692	05/05/2020 12:00:00 AM	04/15/2020 12:00:00 AM	1555	02	Rampart	0245	2	946	OTHER MISCELLANEOUS CRIME	2004	19	X	X	101	STREET	N/A	N/A	IC	Invest Cont	946	N/A	N/A	N/A	2200 W  6TH                          ST	N/A	34.0601	-118.2761
200310692	05/01/2020 12:00:00 AM	04/23/2020 12:00:00 AM	2200	03	Southwest	0375	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	710	OTHER PREMISE	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	2000 W  MARTIN LUTHER KING           BL	N/A	34.0146	-118.313
200300670	05/17/2020 12:00:00 AM	05/17/2020 12:00:00 AM	1100	03	Southwest	0363	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	0416 0334 0445 0553 1251 1258 1402 0913	11	F	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	304	CLUB/BAT	AA	Adult Arrest	230	N/A	N/A	N/A	4100    PALMYRA                      RD	N/A	34.0149	-118.3436
200319380	10/25/2020 12:00:00 AM	10/24/2020 12:00:00 AM	2100	03	Southwest	0317	1	440	THEFT PLAIN - PETTY ($950 & UNDER)	0344 0913 1810	20	F	O	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	440	N/A	N/A	N/A	2400 S  BUDLONG                      AV	N/A	34.0328	-118.2964
201105611	02/06/2020 12:00:00 AM	01/23/2020 12:00:00 AM	0900	11	Northeast	1142	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	1307 0329	32	M	O	101	STREET	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	N  COMMONWEALTH                 AV	RUSSELL                      AV	34.1045	-118.2852
200906907	03/04/2020 12:00:00 AM	02/27/2020 12:00:00 AM	1700	09	Van Nuys	0969	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	103	ALLEY	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	4800    COLDWATER CANYON             AV	N/A	34.1576	-118.4138
200710238	06/09/2020 12:00:00 AM	06/09/2020 12:00:00 AM	0830	07	Wilshire	0711	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	0344 1300	23	F	W	108	PARKING LOT	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	BEVERLY                      BL	N  CRESCENT HEIGHTS             BL	34.0761	-118.3658
200412381	09/02/2020 12:00:00 AM	09/01/2020 12:00:00 AM	1945	04	Hollenbeck	0424	2	624	BATTERY - SIMPLE ASSAULT	1810 0913 0416	48	F	H	102	SIDEWALK	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	3600 N  BROADWAY	N/A	34.0738	-118.2025
201225760	12/05/2020 12:00:00 AM	12/05/2020 12:00:00 AM	0450	12	77th Street	1269	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	600 E  82ND                         ST	N/A	33.9647	-118.2651
200122798	12/26/2020 12:00:00 AM	12/26/2020 12:00:00 AM	0800	01	Central	0124	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0329 1822 1414	0	X	X	710	OTHER PREMISE	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	200 N  LOS ANGELES                  ST	N/A	34.0525	-118.2432
200515975	10/29/2020 12:00:00 AM	10/29/2020 12:00:00 AM	1149	05	Harbor	0551	1	341	THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD	0344 0394	52	M	W	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	341	N/A	N/A	N/A	100 N  WESTERN                      AV	N/A	33.7434	-118.3098
201308783	03/28/2020 12:00:00 AM	03/27/2020 12:00:00 AM	2000	13	Newton	1351	1	330	BURGLARY FROM VEHICLE	1822 1307 0329 1609	44	F	H	101	STREET	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	100 W  40TH                         PL	N/A	34.0101	-118.274
200618816	12/03/2020 12:00:00 AM	11/18/2020 12:00:00 AM	1300	06	Hollywood	0621	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	1300 0400 0444 1822	49	F	H	109	PARK/PLAYGROUND	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	230	N/A	N/A	N/A	MULHOLLAND	LAUREL CANYON	34.1236	-118.3754
200217005	10/28/2020 12:00:00 AM	10/27/2020 12:00:00 AM	2000	02	Rampart	0247	1	331	THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)	0385 0344 1608 1822	35	M	H	101	STREET	N/A	N/A	IC	Invest Cont	331	N/A	N/A	N/A	S  UNION                        AV	W  3RD                          ST	34.0609	-118.268
200316832	09/04/2020 12:00:00 AM	09/04/2020 12:00:00 AM	0935	03	Southwest	0362	2	624	BATTERY - SIMPLE ASSAULT	0360 0416 0419 0429 0913 2021	20	F	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	624	N/A	N/A	N/A	3900    HILLCREST                    DR	N/A	34.017	-118.3477
200812723	08/06/2020 12:00:00 AM	08/05/2020 12:00:00 AM	2300	08	West LA	0832	2	932	PEEPING TOM	1501	25	M	H	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	932	N/A	N/A	N/A	11600    MAYFIELD                     AV	N/A	34.0531	-118.4618
200205564	02/01/2020 12:00:00 AM	02/01/2020 12:00:00 AM	0430	02	Rampart	0257	2	624	BATTERY - SIMPLE ASSAULT	0444 0429 0417 1206 1822	33	M	H	108	PARKING LOT	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	600    WITMER                       ST	N/A	34.0555	-118.2655
200121216	11/18/2020 12:00:00 AM	11/11/2020 12:00:00 AM	0535	01	Central	0142	1	341	THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD	0344 0345 1822	0	M	O	702	OFFICE BUILDING/OFFICE	N/A	N/A	IC	Invest Cont	341	N/A	N/A	N/A	300 S  HOPE                         ST	N/A	34.053	-118.253
201107526	03/20/2020 12:00:00 AM	03/19/2020 12:00:00 AM	2050	11	Northeast	1151	1	442	SHOPLIFTING - PETTY THEFT ($950 & UNDER)	0344	0	X	X	203	OTHER BUSINESS	N/A	N/A	IC	Invest Cont	442	N/A	N/A	N/A	1600 N  VERMONT                      AV	N/A	34.0986	-118.2962
201220573	09/13/2020 12:00:00 AM	09/13/2020 12:00:00 AM	1700	12	77th Street	1249	1	210	ROBBERY	1309 0355 0334 0302 0319 0432 0344 0357 1822	25	F	H	101	STREET	109	SEMI-AUTOMATIC PISTOL	IC	Invest Cont	210	N/A	N/A	N/A	6200 S  FIGUEROA                     ST	N/A	33.983	-118.2827
200406575	03/06/2020 12:00:00 AM	03/05/2020 12:00:00 AM	2105	04	Hollenbeck	0468	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329 1402	27	F	H	101	STREET	N/A	N/A	IC	Invest Cont	740	998	N/A	N/A	3200    GLEASON                      AV	N/A	34.038	-118.1993
200405450	02/06/2020 12:00:00 AM	02/06/2020 12:00:00 AM	1545	04	Hollenbeck	0499	2	930	CRIMINAL THREATS - NO WEAPON DISPLAYED	0361 0443 0913	62	F	B	501	SINGLE FAMILY DWELLING	511	VERBAL THREAT	AO	Adult Other	930	N/A	N/A	N/A	3500    BESWICK                      ST	N/A	34.0228	-118.2009
201117100	12/30/2020 12:00:00 AM	12/29/2020 12:00:00 AM	1148	11	Northeast	1152	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	1822 0344	49	F	H	108	PARKING LOT	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	1600    RODNEY                       DR	N/A	34.1001	-118.2901
201104306	01/07/2020 12:00:00 AM	01/07/2020 12:00:00 AM	1720	11	Northeast	1137	1	220	ATTEMPTED ROBBERY	1218 0913 1402 0411 0906	38	M	H	101	STREET	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	220	998	N/A	N/A	AVENUE 50	MONTE VISTA	34.1072	-118.2037
201207144	02/14/2020 12:00:00 AM	02/14/2020 12:00:00 AM	0400	12	77th Street	1211	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	SLAUSON                      AV	8TH                          AV	33.9891	-118.3264
200410969	07/20/2020 12:00:00 AM	07/14/2020 12:00:00 AM	1200	04	Hollenbeck	0462	1	310	BURGLARY	0344 1609	0	M	W	203	OTHER BUSINESS	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	900 S  BOYLE                        AV	N/A	34.0386	-118.2201
200508656	04/24/2020 12:00:00 AM	04/24/2020 12:00:00 AM	1445	05	Harbor	0506	2	930	CRIMINAL THREATS - NO WEAPON DISPLAYED	1405 1309 2038 0913 1312 1814 2000 0917	26	F	H	108	PARKING LOT	500	UNKNOWN WEAPON/OTHER WEAPON	AA	Adult Arrest	930	998	N/A	N/A	1600 W  CARSON                       ST	N/A	33.8315	-118.3069
200814019	09/13/2020 12:00:00 AM	09/11/2020 12:00:00 AM	2322	08	West LA	0859	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	AO	Adult Other	510	N/A	N/A	N/A	1700 S  CORNING                      ST	N/A	34.0449	-118.379
201200720	06/06/2020 12:00:00 AM	06/06/2020 12:00:00 AM	1430	12	77th Street	1268	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	0913 0302 0400 1817 1310	58	M	B	101	STREET	102	HAND GUN	AA	Adult Arrest	230	N/A	N/A	N/A	200 W  79TH                         ST	N/A	33.9679	-118.2761
200317325	09/14/2020 12:00:00 AM	09/13/2020 12:00:00 AM	1900	03	Southwest	0357	1	320	BURGLARY, ATTEMPTED	0329 1602 1822	19	X	X	725	GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)	N/A	N/A	IC	Invest Cont	320	N/A	N/A	N/A	3500 S  NORMANDIE                    AV	N/A	34.0242	-118.3002
201116653	12/15/2020 12:00:00 AM	12/14/2020 12:00:00 AM	1820	11	Northeast	1118	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329	0	X	X	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	300 N  AVENUE 57	N/A	34.1118	-118.1944
200909462	05/08/2020 12:00:00 AM	05/07/2020 12:00:00 AM	1900	09	Van Nuys	0939	1	330	BURGLARY FROM VEHICLE	0344	38	F	O	123	PARKING UNDERGROUND/BUILDING	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	6200    FULTON                       AV	N/A	34.1831	-118.4225
201105970	02/12/2020 12:00:00 AM	02/07/2020 12:00:00 AM	0800	11	Northeast	1157	2	662	BUNCO, GRAND THEFT	0701 0800 0344 1202 1822	77	M	A	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	662	N/A	N/A	N/A	2500    ARVIA                        ST	N/A	34.0974	-118.2367
200813678	09/03/2020 12:00:00 AM	08/29/2020 12:00:00 AM	1200	08	West LA	0811	1	330	BURGLARY FROM VEHICLE	0344 0346	29	F	H	116	OTHER/OUTSIDE	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	500    LOS LIONES                   DR	N/A	34.046	-118.5593
201300719	05/10/2020 12:00:00 AM	05/10/2020 12:00:00 AM	0120	13	Newton	1333	1	520	VEHICLE - ATTEMPT STOLEN	1822 1402 0358 0329 0202	39	M	H	101	STREET	N/A	N/A	IC	Invest Cont	520	998	N/A	N/A	600 E  28TH                         ST	N/A	34.0208	-118.2643
200200542	01/24/2020 12:00:00 AM	01/24/2020 12:00:00 AM	1150	02	Rampart	0291	2	755	BOMB SCARE	0404 0910 1402 2021 2180 2051	0	X	X	801	MTA BUS	501	BOMB THREAT	AA	Adult Arrest	755	998	N/A	N/A	COURTLAND	VENICE	34.0437	-118.2838
200808159	04/09/2020 12:00:00 AM	04/08/2020 12:00:00 AM	2252	08	West LA	0816	1	310	BURGLARY	1822 0209 1402 0344 1605 0394	48	M	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	400    VETERAN                      AV	N/A	34.0704	-118.455
